iteration,prob_high,du_count,count_high,parent_mean_high,parent_sd_high,parent_mean_low,parent_sd_low,pilot_du_count,pilot_ucl,action_level,pilot_ratio,count_pilot_ucl_exceeds,count_true_mean_exceeds,prop_pilot_ucl_exceeds,prop_true_mean_exceeds,a,b,match,match_desc
8,0.124829006707296,100,19,600,300,100,50,18,226.935788834263,1273.70206813328,0.178170228746552,0,0,0,0,1,1,4,"Compliance - Correct"
9,0.130796965304762,100,13,600,300,100,50,11,235.133740035972,5444.0973344096,0.0431905834140403,0,0,0,0,1,1,4,"Compliance - Correct"
10,0.0795310467015952,100,10,600,300,100,50,59,176.935132599851,3805.87788589066,0.0464899657594884,0,0,0,0,1,1,4,"Compliance - Correct"
1,0.194150778325275,100,14,600,300,100,50,72,197.925286149972,5261.43048905768,0.0376181509119244,0,0,0,0,1,1,4,"Compliance - Correct"
2,0.164280336722732,100,13,600,300,100,50,36,170.951813214184,5078.76981087262,0.0336600829689526,0,0,0,0,1,1,4,"Compliance - Correct"
3,0.22397098755464,100,26,600,300,100,50,52,261.720138322503,481.277764162514,0.543802680719999,13,23,0.25,0.23,0,0,1,"Not in Compliance - Correct"
4,0.20216736998409,100,22,600,300,100,50,12,256.199157571856,787.499186950736,0.325332599470841,2,0,0.166666666666667,0,0,1,2,"Not in Compliance - Error"
5,0.248901795223355,100,32,600,300,100,50,49,283.87411350874,3386.7416013265,0.0838192418924296,0,0,0,0,1,1,4,"Compliance - Correct"
6,0.246954805916175,100,27,600,300,100,50,66,289.281682077318,4386.31358172046,0.0659509806327736,0,0,0,0,1,1,4,"Compliance - Correct"
7,0.0852088640443981,100,5,600,300,100,50,50,121.526651038847,4436.07354191365,0.0273950938573536,0,0,0,0,1,1,4,"Compliance - Correct"
8,0.0945336455479264,100,4,600,300,100,50,84,152.923227526503,1233.65644453559,0.123959330982193,0,0,0,0,1,1,4,"Compliance - Correct"
9,0.0978555274661631,100,10,600,300,100,50,70,187.3985312527,2500.10792547371,0.074956176628732,0,0,0,0,1,1,4,"Compliance - Correct"
10,0.243997765053064,100,26,600,300,100,50,57,333.072828136889,248.322940629441,1.34128899767628,20,26,0.350877192982456,0.26,0,0,1,"Not in Compliance - Correct"
1,0.187156624672934,100,19,600,300,100,50,68,249.422010522969,1176.12077614991,0.212071766421357,0,0,0,0,1,1,4,"Compliance - Correct"
2,0.135494860168546,100,24,600,300,100,50,62,267.844414269408,3257.22790058237,0.0822307871738173,0,0,0,0,1,1,4,"Compliance - Correct"
3,0.134731724485755,100,16,600,300,100,50,33,180.840475640669,3569.68792728381,0.0506600238800905,0,0,0,0,1,1,4,"Compliance - Correct"
4,0.176159665733576,100,16,600,300,100,50,43,236.754765594411,877.902139371727,0.269682411030284,1,0,0.0232558139534884,0,0,1,2,"Not in Compliance - Error"
5,0.23007498937659,100,22,600,300,100,50,87,246.507753386306,2264.32786729187,0.108865750824826,0,0,0,0,1,1,4,"Compliance - Correct"
6,0.242771724704653,100,14,600,300,100,50,30,280.218902737893,2350.663425331,0.119208432699562,0,0,0,0,1,1,4,"Compliance - Correct"
7,0.143008633097634,100,14,600,300,100,50,81,215.05516047732,4830.89532063343,0.0445166260504113,0,0,0,0,1,1,4,"Compliance - Correct"
8,0.183460147259757,100,19,600,300,100,50,57,282.669115146681,2935.63611280406,0.0962888805985839,0,0,0,0,1,1,4,"Compliance - Correct"
9,0.0861886422615498,100,13,600,300,100,50,14,225.99985600201,1105.2910794667,0.20447089477195,0,0,0,0,1,1,4,"Compliance - Correct"
10,0.140334519930184,100,14,600,300,100,50,30,235.534027299966,5992.5279501616,0.039304618895205,0,0,0,0,1,1,4,"Compliance - Correct"
1,0.11678479607217,100,13,600,300,100,50,38,222.361443050299,4564.05989259947,0.0487200975190648,0,0,0,0,1,1,4,"Compliance - Correct"
2,0.0744802251923829,100,7,600,300,100,50,18,165.507179011569,5594.31736903498,0.0295848748102253,0,0,0,0,1,1,4,"Compliance - Correct"
3,0.244296211190522,100,36,600,300,100,50,62,285.530108311637,4845.73098723544,0.0589240527515409,0,0,0,0,1,1,4,"Compliance - Correct"
4,0.0946945189032704,100,11,600,300,100,50,84,191.014774852055,5992.77406921145,0.0318741825815552,0,0,0,0,1,1,4,"Compliance - Correct"
5,0.0502521716523916,100,3,600,300,100,50,51,163.859056457022,5756.28625680692,0.0284661062960959,0,0,0,0,1,1,4,"Compliance - Correct"
6,0.0834943994414061,100,4,600,300,100,50,74,160.472579415358,2418.22393781971,0.0663596852655596,0,0,0,0,1,1,4,"Compliance - Correct"
7,0.191472979122773,100,16,600,300,100,50,24,168.390701319133,1672.87249305286,0.100659615134106,0,0,0,0,1,1,4,"Compliance - Correct"
8,0.1551919659134,100,15,600,300,100,50,90,222.775080449831,5962.62839552248,0.0373618923857673,0,0,0,0,1,1,4,"Compliance - Correct"
9,0.14523776373826,100,8,600,300,100,50,31,178.196834940916,3828.09444206534,0.046549748873169,0,0,0,0,1,1,4,"Compliance - Correct"
10,0.105787765886635,100,13,600,300,100,50,20,177.960849510528,2851.98625552002,0.0623989155509023,0,0,0,0,1,1,4,"Compliance - Correct"
1,0.243293311446905,100,24,600,300,100,50,73,223.205787572662,1634.41558993654,0.136566115097647,0,0,0,0,1,1,4,"Compliance - Correct"
2,0.233835058379918,100,32,600,300,100,50,49,275.768999057989,1254.41131661413,0.219839374378682,0,0,0,0,1,1,4,"Compliance - Correct"
3,0.0537481503561139,100,5,600,300,100,50,17,120.955970985574,5904.7701656213,0.02048445029915,0,0,0,0,1,1,4,"Compliance - Correct"
4,0.103984269872308,100,12,600,300,100,50,28,148.732185526086,4591.6722748871,0.0323917249799243,0,0,0,0,1,1,4,"Compliance - Correct"
5,0.111130300350487,100,9,600,300,100,50,33,219.576025365349,3554.89196513081,0.0617672850593279,0,0,0,0,1,1,4,"Compliance - Correct"
6,0.150085012568161,100,13,600,300,100,50,55,204.802248300988,1027.26215267554,0.19936707272586,0,0,0,0,1,1,4,"Compliance - Correct"
7,0.239708805922419,100,24,600,300,100,50,35,259.044688970892,5094.2129768827,0.050850777175282,0,0,0,0,1,1,4,"Compliance - Correct"
8,0.249547160742804,100,29,600,300,100,50,74,296.38875941499,1052.8587207431,0.281508576198905,0,0,0,0,1,1,4,"Compliance - Correct"
9,0.246716598048806,100,28,600,300,100,50,19,365.09652575756,2419.96132021537,0.150868744350454,0,0,0,0,1,1,4,"Compliance - Correct"
10,0.120744810113683,100,11,600,300,100,50,71,199.455113335072,5721.6853671032,0.0348595038940516,0,0,0,0,1,1,4,"Compliance - Correct"
1,0.154983245022595,100,20,600,300,100,50,68,249.095373224383,1873.36013970431,0.132967157753074,0,0,0,0,1,1,4,"Compliance - Correct"
2,0.155522715067491,100,13,600,300,100,50,83,184.632002759036,3570.00100793084,0.0517176332300387,0,0,0,0,1,1,4,"Compliance - Correct"
3,0.146910573961213,100,17,600,300,100,50,67,201.329927107404,4627.50600523548,0.0435072211423654,0,0,0,0,1,1,4,"Compliance - Correct"
4,0.0615714688785374,100,7,600,300,100,50,61,154.949823344127,3084.39985228237,0.0502366200119834,0,0,0,0,1,1,4,"Compliance - Correct"
5,0.148629439575598,100,17,600,300,100,50,50,196.900604675422,3593.26039408799,0.054797198944831,0,0,0,0,1,1,4,"Compliance - Correct"
6,0.105886207288131,100,9,600,300,100,50,20,244.882710272846,456.552747034002,0.536373314723716,4,9,0.2,0.09,0,0,1,"Not in Compliance - Correct"
7,0.151928440202028,100,15,600,300,100,50,38,258.213999755035,1074.30493613239,0.240354475782855,0,0,0,0,1,1,4,"Compliance - Correct"
8,0.106816079281271,100,10,600,300,100,50,37,119.354054093063,2278.35515806219,0.0523860617914274,0,0,0,0,1,1,4,"Compliance - Correct"
9,0.0856097658164799,100,6,600,300,100,50,35,158.270435496321,351.980359153822,0.449657008921778,2,6,0.0571428571428571,0.06,0,0,1,"Not in Compliance - Correct"
10,0.216551276668906,100,22,600,300,100,50,72,277.483158221324,2110.61620509485,0.131470211188327,0,0,0,0,1,1,4,"Compliance - Correct"
1,0.0539930387865752,100,4,600,300,100,50,26,116.74808768642,790.597608124372,0.147670681629553,0,0,0,0,1,1,4,"Compliance - Correct"
2,0.0625346201471984,100,4,600,300,100,50,37,155.421503256976,1909.87723453902,0.0813777453578005,0,0,0,0,1,1,4,"Compliance - Correct"
3,0.124455087818205,100,14,600,300,100,50,57,186.122440871796,1828.67622086778,0.101779877021353,0,0,0,0,1,1,4,"Compliance - Correct"
4,0.199567575473338,100,15,600,300,100,50,87,205.622382872311,2256.88179709716,0.0911090616871413,0,0,0,0,1,1,4,"Compliance - Correct"
5,0.2096213220153,100,21,600,300,100,50,32,239.068820575604,4147.80073502799,0.0576374893221554,0,0,0,0,1,1,4,"Compliance - Correct"
6,0.124460426578298,100,10,600,300,100,50,57,178.311903025184,3051.98968473589,0.0584248052727657,0,0,0,0,1,1,4,"Compliance - Correct"
7,0.210625549731776,100,16,600,300,100,50,15,274.800752319464,3458.89189596055,0.0794476267501707,0,0,0,0,1,1,4,"Compliance - Correct"
8,0.213406028412282,100,20,600,300,100,50,27,296.31908805367,1976.28876841627,0.149937141165423,0,0,0,0,1,1,4,"Compliance - Correct"
9,0.0722251805476844,100,10,600,300,100,50,45,175.232001577447,3716.54729249422,0.0471491381076566,0,0,0,0,1,1,4,"Compliance - Correct"
10,0.103890421614051,100,6,600,300,100,50,49,186.576080614115,2947.87595164962,0.0632917000831421,0,0,0,0,1,1,4,"Compliance - Correct"
1,0.194251825800166,100,23,600,300,100,50,61,237.910516617492,3213.38397023501,0.0740373758073153,0,0,0,0,1,1,4,"Compliance - Correct"
2,0.176741880737245,100,27,600,300,100,50,28,216.457352638467,1976.71542283846,0.109503548228326,0,0,0,0,1,1,4,"Compliance - Correct"
3,0.0621895412448794,100,7,600,300,100,50,21,145.529425070691,5706.53955978807,0.0255022196106699,0,0,0,0,1,1,4,"Compliance - Correct"
4,0.213509067334235,100,23,600,300,100,50,35,223.799886682881,1545.26567695662,0.144829390842131,0,0,0,0,1,1,4,"Compliance - Correct"
5,0.112012147344649,100,6,600,300,100,50,56,174.887799572685,1193.70620979927,0.14650824309785,1,0,0.0178571428571429,0,0,1,2,"Not in Compliance - Error"
6,0.0762529690284282,100,6,600,300,100,50,21,183.331339468957,5653.40538667981,0.032428479284523,0,0,0,0,1,1,4,"Compliance - Correct"
7,0.229539693333209,100,21,600,300,100,50,89,240.474282339736,4534.5001095254,0.0530321483143386,0,0,0,0,1,1,4,"Compliance - Correct"
8,0.21198605755344,100,24,600,300,100,50,33,340.34836286237,2153.32288170001,0.158057282423745,0,0,0,0,1,1,4,"Compliance - Correct"
9,0.119391011679545,100,13,600,300,100,50,12,184.48163278156,5958.78427294316,0.0309596092644652,0,0,0,0,1,1,4,"Compliance - Correct"
10,0.163712757034227,100,14,600,300,100,50,36,132.715182071651,4158.39978392702,0.0319149646420769,0,0,0,0,1,1,4,"Compliance - Correct"
1,0.0841512065380812,100,9,600,300,100,50,13,108.974501463783,4450.47467150027,0.0244860401434545,0,0,0,0,1,1,4,"Compliance - Correct"
2,0.13079417552799,100,14,600,300,100,50,54,182.019915376132,5965.80855745822,0.0305105190056053,0,0,0,0,1,1,4,"Compliance - Correct"
3,0.103925831476226,100,18,600,300,100,50,84,226.621339598693,4361.64925860707,0.0519577174050594,0,0,0,0,1,1,4,"Compliance - Correct"
4,0.130017923098058,100,10,600,300,100,50,48,211.656759847128,2119.86097371671,0.0998446419229247,0,0,0,0,1,1,4,"Compliance - Correct"
5,0.142375944554806,100,11,600,300,100,50,76,177.323012235595,1507.10773638915,0.117657820973329,0,0,0,0,1,1,4,"Compliance - Correct"
6,0.0685165293514729,100,3,600,300,100,50,33,130.803425691761,3407.34421885805,0.0383886737852389,0,0,0,0,1,1,4,"Compliance - Correct"
7,0.192308842530474,100,17,600,300,100,50,12,167.01526132222,5990.16091704369,0.0278815984470492,0,0,0,0,1,1,4,"Compliance - Correct"
8,0.228292030701414,100,24,600,300,100,50,76,273.616889058482,5087.45301446179,0.0537826862048039,0,0,0,0,1,1,4,"Compliance - Correct"
9,0.108744313241914,100,10,600,300,100,50,69,181.39441474234,5142.19580978621,0.0352756723882675,0,0,0,0,1,1,4,"Compliance - Correct"
10,0.175839579803869,100,16,600,300,100,50,72,188.796734173963,2256.89519555308,0.0836533014674152,0,0,0,0,1,1,4,"Compliance - Correct"
1,0.0902525996323675,100,8,600,300,100,50,29,125.201038678956,1663.57998537133,0.0752600053979433,0,0,0,0,1,1,4,"Compliance - Correct"
2,0.151242598239332,100,13,600,300,100,50,61,190.599197389894,2741.7171822465,0.0695181832116327,0,0,0,0,1,1,4,"Compliance - Correct"
3,0.123911134060472,100,16,600,300,100,50,39,240.620677108807,3303.15828724299,0.0728456392895551,0,0,0,0,1,1,4,"Compliance - Correct"
4,0.112258380511776,100,17,600,300,100,50,81,216.751632595802,4380.82773756469,0.0494773238256327,0,0,0,0,1,1,4,"Compliance - Correct"
5,0.207988486997783,100,18,600,300,100,50,58,208.930934954393,131.322761753108,1.5909727465768,25,18,0.431034482758621,0.18,0,0,1,"Not in Compliance - Correct"
6,0.234604063862935,100,23,600,300,100,50,32,306.618132880572,2796.38626165688,0.109647990009398,0,0,0,0,1,1,4,"Compliance - Correct"
7,0.0764001554809511,100,11,600,300,100,50,28,135.71720074836,1900.78867431264,0.0714004679123192,0,0,0,0,1,1,4,"Compliance - Correct"
8,0.147225427255034,100,14,600,300,100,50,68,197.852129726248,257.502573258244,0.76835010704078,10,14,0.147058823529412,0.14,0,0,1,"Not in Compliance - Correct"
9,0.167047903779894,100,22,600,300,100,50,37,297.359500426433,2338.21655265754,0.127173635858691,0,0,0,0,1,1,4,"Compliance - Correct"
10,0.0746399073861539,100,6,600,300,100,50,68,163.933174992001,1686.38050335227,0.0972100748710789,0,0,0,0,1,1,4,"Compliance - Correct"
1,0.0661858297418803,100,5,600,300,100,50,64,164.36935600324,1935.04033110803,0.0849436331433568,0,0,0,0,1,1,4,"Compliance - Correct"
2,0.13589757126756,100,14,600,300,100,50,73,198.313788580244,3122.12083331775,0.0635189344576084,0,0,0,0,1,1,4,"Compliance - Correct"
3,0.179789605829865,100,12,600,300,100,50,83,186.586169443022,1526.64922326803,0.122219411374412,0,0,0,0,1,1,4,"Compliance - Correct"
4,0.183284999988973,100,22,600,300,100,50,36,236.562330549632,1099.8224258353,0.215091386566305,0,0,0,0,1,1,4,"Compliance - Correct"
5,0.156849297042936,100,20,600,300,100,50,78,238.062193257094,4752.58994800737,0.05009104422251,0,0,0,0,1,1,4,"Compliance - Correct"
6,0.232338830223307,100,21,600,300,100,50,42,217.14542032185,492.12077597389,0.441244163878524,7,21,0.166666666666667,0.21,0,0,1,"Not in Compliance - Correct"
7,0.212842928664759,100,20,600,300,100,50,12,198.321240883247,951.984368062112,0.208324051882233,0,0,0,0,1,1,4,"Compliance - Correct"
8,0.104152501001954,100,9,600,300,100,50,84,169.075512455997,2560.57868831558,0.0660301959191963,0,0,0,0,1,1,4,"Compliance - Correct"
9,0.240561571950093,100,18,600,300,100,50,58,248.030800751765,249.022785760462,0.996016488990485,12,18,0.206896551724138,0.18,0,0,1,"Not in Compliance - Correct"
10,0.0826893562916666,100,11,600,300,100,50,23,252.03773051766,591.72037582146,0.425940597647608,4,6,0.173913043478261,0.06,0,0,1,"Not in Compliance - Correct"
1,0.106074693473056,100,9,600,300,100,50,85,182.502394679858,4642.8481117147,0.0393082845461546,0,0,0,0,1,1,4,"Compliance - Correct"
2,0.0546539634466171,100,2,600,300,100,50,37,141.79431011099,5652.85240854137,0.0250836745528224,0,0,0,0,1,1,4,"Compliance - Correct"
3,0.22177252676338,100,20,600,300,100,50,77,221.953316092111,5864.54662999837,0.0378466282383662,0,0,0,0,1,1,4,"Compliance - Correct"
4,0.153305282816291,100,14,600,300,100,50,49,171.874310196389,246.773144984618,0.696487092252694,4,14,0.0816326530612245,0.14,0,0,1,"Not in Compliance - Correct"
5,0.207448519254103,100,20,600,300,100,50,72,280.727715453023,1449.81316908263,0.19363027005104,0,0,0,0,1,1,4,"Compliance - Correct"
6,0.242334535205737,100,26,600,300,100,50,29,281.70631780018,318.819663298782,0.883591416179934,8,26,0.275862068965517,0.26,0,0,1,"Not in Compliance - Correct"
7,0.0716344230342656,100,6,600,300,100,50,79,139.394062098528,5865.33936337335,0.0237657283684192,0,0,0,0,1,1,4,"Compliance - Correct"
8,0.115652365749702,100,13,600,300,100,50,33,206.634941976002,5507.69248970086,0.0375175161580643,0,0,0,0,1,1,4,"Compliance - Correct"
9,0.245044616237283,100,28,600,300,100,50,35,295.49260217142,882.278293757699,0.334919950158687,2,0,0.0571428571428571,0,0,1,2,"Not in Compliance - Error"
10,0.235245569329709,100,22,600,300,100,50,83,248.557889927746,3666.57463477692,0.0677902169425958,0,0,0,0,1,1,4,"Compliance - Correct"
1,0.201093880645931,100,16,600,300,100,50,34,251.4393585268,5251.53911488596,0.0478791746621619,0,0,0,0,1,1,4,"Compliance - Correct"
2,0.150767286866903,100,11,600,300,100,50,73,185.337354098458,2901.15327650914,0.0638840269485754,0,0,0,0,1,1,4,"Compliance - Correct"
3,0.188568277005106,100,19,600,300,100,50,31,239.220502159244,2829.44658275694,0.084546746214291,0,0,0,0,1,1,4,"Compliance - Correct"
4,0.101478955801576,100,14,600,300,100,50,26,274.235194916147,5124.70937297214,0.0535123408875576,0,0,0,0,1,1,4,"Compliance - Correct"
5,0.172146254312247,100,18,600,300,100,50,14,234.200884502832,5710.28153779451,0.0410138944906187,0,0,0,0,1,1,4,"Compliance - Correct"
6,0.155813877983019,100,13,600,300,100,50,82,203.71854000582,1716.26824246952,0.118698543132565,0,0,0,0,1,1,4,"Compliance - Correct"
7,0.139712254423648,100,14,600,300,100,50,37,220.133832863481,1444.38954887912,0.15240613796625,0,0,0,0,1,1,4,"Compliance - Correct"
8,0.0743588805198669,100,10,600,300,100,50,40,197.688132775315,1597.13314021006,0.123776864807472,0,0,0,0,1,1,4,"Compliance - Correct"
9,0.184579837042838,100,17,600,300,100,50,53,196.48703971756,5145.02065811539,0.0381897474809231,0,0,0,0,1,1,4,"Compliance - Correct"
10,0.0895941177383065,100,10,600,300,100,50,50,163.710351389862,2428.27264029533,0.0674184392119789,0,0,0,0,1,1,4,"Compliance - Correct"
1,0.166921025793999,100,16,600,300,100,50,58,196.151548843502,24.2226610938087,8.09785300152832,58,100,1,1,0,0,1,"Not in Compliance - Correct"
2,0.203499564575031,100,26,600,300,100,50,28,351.889334444179,3136.99981373735,0.112173846138979,0,0,0,0,1,1,4,"Compliance - Correct"
3,0.129306867625564,100,16,600,300,100,50,50,207.923277894616,2709.01348712388,0.0767523967240801,0,0,0,0,1,1,4,"Compliance - Correct"
4,0.0677121378947049,100,2,600,300,100,50,58,141.170648046821,2625.56269321125,0.0537677688717305,0,0,0,0,1,1,4,"Compliance - Correct"
5,0.0712421752512455,100,7,600,300,100,50,56,164.69359509701,2748.11542261858,0.0599296498762339,0,0,0,0,1,1,4,"Compliance - Correct"
6,0.0865606238599867,100,6,600,300,100,50,13,168.398832905841,3577.58469436783,0.0470705370500242,0,0,0,0,1,1,4,"Compliance - Correct"
7,0.157068913383409,100,18,600,300,100,50,41,251.556660084193,336.747083226219,0.747019566358657,10,18,0.24390243902439,0.18,0,0,1,"Not in Compliance - Correct"
8,0.0784796020947397,100,13,600,300,100,50,71,209.373303769679,1415.29104394605,0.147936570831335,0,0,0,0,1,1,4,"Compliance - Correct"
9,0.109535492071882,100,6,600,300,100,50,23,122.649316787318,402.859743812587,0.304446693101148,0,6,0,0.06,1,0,3,"Compliance - Error"
10,0.174769850168377,100,13,600,300,100,50,58,183.103650058564,3978.78386056982,0.0460200042211744,0,0,0,0,1,1,4,"Compliance - Correct"
1,0.159996415907517,100,13,600,300,100,50,21,148.723846591066,416.958355873358,0.356687531251294,1,13,0.0476190476190476,0.13,0,0,1,"Not in Compliance - Correct"
2,0.0988126699347049,100,13,600,300,100,50,88,195.617175697969,811.251742837485,0.241130052939875,3,0,0.0340909090909091,0,0,1,2,"Not in Compliance - Error"
3,0.158452870277688,100,23,600,300,100,50,14,206.05807899966,5849.12977137603,0.0352288437859679,0,0,0,0,1,1,4,"Compliance - Correct"
4,0.0582562595140189,100,5,600,300,100,50,68,146.879772646926,5042.31748802587,0.0291294177718332,0,0,0,0,1,1,4,"Compliance - Correct"
5,0.111275672120973,100,14,600,300,100,50,78,191.215525063674,5521.55528642703,0.0346307362952094,0,0,0,0,1,1,4,"Compliance - Correct"
6,0.110385562246665,100,19,600,300,100,50,36,211.15290698202,2274.89643878303,0.0928186898454934,0,0,0,0,1,1,4,"Compliance - Correct"
7,0.17110962937586,100,14,600,300,100,50,33,196.351443116914,849.98312253505,0.231006284608689,0,0,0,0,1,1,4,"Compliance - Correct"
8,0.223946824111044,100,17,600,300,100,50,31,226.053042553186,892.338725286536,0.253326496035011,1,0,0.032258064516129,0,0,1,2,"Not in Compliance - Error"
9,0.239710660837591,100,18,600,300,100,50,21,187.393471495198,2510.54795993026,0.0746424583342366,0,0,0,0,1,1,4,"Compliance - Correct"
10,0.06961017716676,100,7,600,300,100,50,62,141.860084354876,5461.49927043822,0.0259745680316631,0,0,0,0,1,1,4,"Compliance - Correct"
1,0.186285284720361,100,13,600,300,100,50,42,189.833364625145,5603.52973283501,0.0338774618278151,0,0,0,0,1,1,4,"Compliance - Correct"
2,0.226659383065999,100,19,600,300,100,50,90,240.028625975911,3083.80123125156,0.0778353103771525,0,0,0,0,1,1,4,"Compliance - Correct"
3,0.109940985962749,100,11,600,300,100,50,20,155.713721184491,682.802225647029,0.228050986560473,1,4,0.05,0.04,0,0,1,"Not in Compliance - Correct"
4,0.0554161553271115,100,4,600,300,100,50,60,131.77967108728,3528.99133146973,0.0373420217590609,0,0,0,0,1,1,4,"Compliance - Correct"
5,0.229152052849531,100,24,600,300,100,50,86,265.423100531431,3611.25718697207,0.0734988085282234,0,0,0,0,1,1,4,"Compliance - Correct"
6,0.0906094904057682,100,12,600,300,100,50,85,194.782753825244,80.7279719016515,2.41282853064291,82,89,0.964705882352941,0.89,0,0,1,"Not in Compliance - Correct"
7,0.0927796827629209,100,7,600,300,100,50,79,175.215096667565,2948.22127533844,0.0594307822595342,0,0,0,0,1,1,4,"Compliance - Correct"
8,0.23480672929436,100,25,600,300,100,50,24,143.100439096897,785.139977850486,0.1822610529764,0,0,0,0,1,1,4,"Compliance - Correct"
9,0.168563020136207,100,21,600,300,100,50,18,283.96610084197,3164.35549572343,0.089739000951614,0,0,0,0,1,1,4,"Compliance - Correct"
10,0.197920822957531,100,24,600,300,100,50,28,271.829094731422,3078.00208469853,0.0883134862327572,0,0,0,0,1,1,4,"Compliance - Correct"
1,0.198190438980237,100,23,600,300,100,50,39,207.174864836519,4817.93341421522,0.0430007737809852,0,0,0,0,1,1,4,"Compliance - Correct"
2,0.0607620559632778,100,5,600,300,100,50,75,141.356489633948,1375.56157202693,0.102762749780553,0,0,0,0,1,1,4,"Compliance - Correct"
3,0.200657981308177,100,26,600,300,100,50,50,289.754971963281,400.05097865127,0.724295120937235,14,26,0.28,0.26,0,0,1,"Not in Compliance - Correct"
4,0.212875838158652,100,19,600,300,100,50,32,242.672489634949,3928.05808466859,0.0617792518349236,0,0,0,0,1,1,4,"Compliance - Correct"
5,0.201395232230425,100,17,600,300,100,50,16,256.225245094295,5424.84640030656,0.0472317972136161,0,0,0,0,1,1,4,"Compliance - Correct"
6,0.186643379973248,100,18,600,300,100,50,31,168.2105867779,4082.38389738603,0.0412040099623179,0,0,0,0,1,1,4,"Compliance - Correct"
7,0.060289832437411,100,3,600,300,100,50,29,118.596393722064,1850.92671598541,0.064074062305014,0,0,0,0,1,1,4,"Compliance - Correct"
8,0.126309230504558,100,9,600,300,100,50,68,196.102183811721,436.05644967407,0.449717425251472,7,9,0.102941176470588,0.09,0,0,1,"Not in Compliance - Correct"
9,0.172984062088653,100,15,600,300,100,50,47,261.679350807457,1444.54661359312,0.181149814305101,0,0,0,0,1,1,4,"Compliance - Correct"
10,0.190232526045293,100,18,600,300,100,50,71,218.766055538723,5644.88334530266,0.0387547522520137,0,0,0,0,1,1,4,"Compliance - Correct"
1,0.0667774839326739,100,7,600,300,100,50,62,154.525016678924,4918.2330697868,0.0314188072192403,0,0,0,0,1,1,4,"Compliance - Correct"
2,0.13004956562072,100,15,600,300,100,50,16,287.560152056154,4730.80626362935,0.0607845969654114,0,0,0,0,1,1,4,"Compliance - Correct"
3,0.141871539549902,100,12,600,300,100,50,53,191.15643872176,3473.33717476344,0.0550353821421841,0,0,0,0,1,1,4,"Compliance - Correct"
4,0.14782861857675,100,15,600,300,100,50,25,195.236311538028,3059.77480127476,0.0638074120542102,0,0,0,0,1,1,4,"Compliance - Correct"
5,0.202438864391297,100,30,600,300,100,50,17,244.325367691979,699.815804495011,0.349128107885881,2,3,0.117647058823529,0.03,0,0,1,"Not in Compliance - Correct"
