iteration,prob_high,du_count,count_high,parent_mean_high,parent_sd_high,parent_mean_low,parent_sd_low,pilot_du_count,pilot_ucl,action_level,pilot_ratio,count_pilot_ucl_exceeds,count_true_mean_exceeds,prop_pilot_ucl_exceeds,prop_true_mean_exceeds,a,b,match,match_desc
9,0.144441037,100,10,600,1800,100,300,60,262.5414812,1783.025691,0.147244923,1,0,0.016666667,0,0,1,2,Not in Compliance - Error
10,0.078186442,100,7,600,1800,100,300,88,343.3453021,3519.81071,0.097546525,1,0,0.011363636,0,0,1,2,Not in Compliance - Error
1,0.071928916,100,8,600,1800,100,300,46,390.5848575,4583.479704,0.085215793,0,0,0,0,1,1,4,Compliance - Correct
2,0.14059239,100,12,600,1800,100,300,68,431.3768343,470.8332194,0.916198808,11,9,0.161764706,0.09,0,0,1,Not in Compliance - Correct
3,0.188337886,100,23,600,1800,100,300,82,467.7648964,3853.073337,0.121400465,1,0,0.012195122,0,0,1,2,Not in Compliance - Error
4,0.081225684,100,12,600,1800,100,300,85,271.412015,4870.518654,0.055725485,0,0,0,0,1,1,4,Compliance - Correct
5,0.164231719,100,10,600,1800,100,300,47,474.3102527,4323.170469,0.109713521,1,0,0.021276596,0,0,1,2,Not in Compliance - Error
6,0.195166799,100,23,600,1800,100,300,13,190.497578,729.7289724,0.261052507,1,5,0.076923077,0.05,0,0,1,Not in Compliance - Correct
7,0.208222148,100,16,600,1800,100,300,37,927.7298833,3888.917456,0.23855736,2,0,0.054054054,0,0,1,2,Not in Compliance - Error
8,0.245356564,100,28,600,1800,100,300,15,398.1182298,5853.056283,0.068018862,0,0,0,0,1,1,4,Compliance - Correct
9,0.209335307,100,20,600,1800,100,300,45,441.3179084,5857.88314,0.075337438,0,0,0,0,1,1,4,Compliance - Correct
10,0.105047453,100,14,600,1800,100,300,29,675.2978015,4453.543799,0.151631562,1,0,0.034482759,0,0,1,2,Not in Compliance - Error
1,0.146697036,100,8,600,1800,100,300,13,755.9443031,1952.023953,0.387261797,1,0,0.076923077,0,0,1,2,Not in Compliance - Error
2,0.154891548,100,15,600,1800,100,300,88,432.3673794,2605.158214,0.165965881,3,0,0.034090909,0,0,1,2,Not in Compliance - Error
3,0.172302897,100,13,600,1800,100,300,88,354.3584536,4875.404279,0.072682886,1,0,0.011363636,0,0,1,2,Not in Compliance - Error
4,0.056360003,100,10,600,1800,100,300,57,355.595987,5884.456112,0.060429712,0,0,0,0,1,1,4,Compliance - Correct
5,0.116156084,100,10,600,1800,100,300,58,349.6992589,1749.448929,0.199891093,1,1,0.017241379,0.01,0,0,1,Not in Compliance - Correct
6,0.102818843,100,10,600,1800,100,300,70,328.7442484,4737.549193,0.069391205,0,0,0,0,1,1,4,Compliance - Correct
7,0.106998994,100,12,600,1800,100,300,12,324.1081846,1112.702538,0.29128017,1,1,0.083333333,0.01,0,0,1,Not in Compliance - Correct
8,0.101678476,100,8,600,1800,100,300,83,264.0699949,4878.728096,0.054126811,0,0,0,0,1,1,4,Compliance - Correct
9,0.096741704,100,9,600,1800,100,300,55,534.6680664,575.8136486,0.92854358,8,4,0.145454545,0.04,0,0,1,Not in Compliance - Correct
10,0.094204087,100,8,600,1800,100,300,75,349.1239345,3671.04908,0.095101952,0,0,0,0,1,1,4,Compliance - Correct
1,0.087907421,100,8,600,1800,100,300,67,304.562765,2473.281962,0.123141142,1,0,0.014925373,0,0,1,2,Not in Compliance - Error
2,0.067007986,100,10,600,1800,100,300,73,342.4587287,873.4061199,0.392095637,6,1,0.082191781,0.01,0,0,1,Not in Compliance - Correct
3,0.225105414,100,24,600,1800,100,300,50,1124.703257,998.7832723,1.126073382,6,4,0.12,0.04,0,0,1,Not in Compliance - Correct
4,0.117900973,100,10,600,1800,100,300,26,324.2239725,5421.16673,0.059807047,0,0,0,0,1,1,4,Compliance - Correct
5,0.094518687,100,5,600,1800,100,300,26,331.7247466,4032.040307,0.08227218,1,0,0.038461538,0,0,1,2,Not in Compliance - Error
6,0.115552395,100,17,600,1800,100,300,90,462.1810733,4069.908249,0.113560563,1,0,0.011111111,0,0,1,2,Not in Compliance - Error
7,0.12763482,100,15,600,1800,100,300,78,406.2937967,998.3637069,0.406959702,8,1,0.102564103,0.01,0,0,1,Not in Compliance - Correct
8,0.107389568,100,15,600,1800,100,300,35,514.5580613,2843.002993,0.180991037,1,0,0.028571429,0,0,1,2,Not in Compliance - Error
9,0.162236545,100,17,600,1800,100,300,27,399.4878391,1615.349773,0.24730733,1,0,0.037037037,0,0,1,2,Not in Compliance - Error
10,0.089052365,100,9,600,1800,100,300,23,257.2565592,3002.787888,0.085672571,0,0,0,0,1,1,4,Compliance - Correct
1,0.095446037,100,10,600,1800,100,300,86,296.3841142,2604.190725,0.113810448,2,0,0.023255814,0,0,1,2,Not in Compliance - Error
2,0.070750907,100,4,600,1800,100,300,39,225.9597707,3951.948935,0.057176794,0,0,0,0,1,1,4,Compliance - Correct
3,0.06110191,100,4,600,1800,100,300,38,878.643282,4125.353222,0.212986194,1,0,0.026315789,0,0,1,2,Not in Compliance - Error
4,0.110444087,100,7,600,1800,100,300,45,319.8170117,364.4237438,0.877596526,13,7,0.288888889,0.07,0,0,1,Not in Compliance - Correct
5,0.211289701,100,13,600,1800,100,300,68,478.2896149,3023.153768,0.158208828,2,0,0.029411765,0,0,1,2,Not in Compliance - Error
6,0.058828618,100,5,600,1800,100,300,89,325.3129616,226.1598221,1.438420665,35,8,0.393258427,0.08,0,0,1,Not in Compliance - Correct
7,0.205132439,100,18,600,1800,100,300,15,458.3251296,422.5459834,1.084675154,5,9,0.333333333,0.09,0,0,1,Not in Compliance - Correct
8,0.10222918,100,11,600,1800,100,300,31,252.0759043,5797.724904,0.043478418,0,0,0,0,1,1,4,Compliance - Correct
9,0.179303113,100,16,600,1800,100,300,83,769.9574765,3260.900103,0.236118082,2,0,0.024096386,0,0,1,2,Not in Compliance - Error
10,0.239638248,100,26,600,1800,100,300,38,436.8883798,1042.783182,0.418963776,2,1,0.052631579,0.01,0,0,1,Not in Compliance - Correct
1,0.21608709,100,23,600,1800,100,300,11,849.5726791,2789.038312,0.304611333,1,2,0.090909091,0.02,0,0,1,Not in Compliance - Correct
2,0.153555975,100,14,600,1800,100,300,34,356.4335508,4468.357878,0.079768354,0,0,0,0,1,1,4,Compliance - Correct
3,0.235059555,100,21,600,1800,100,300,11,175.8245367,5963.927004,0.029481336,0,0,0,0,1,1,4,Compliance - Correct
4,0.062250826,100,6,600,1800,100,300,13,1159.674184,1269.086516,0.913786546,1,0,0.076923077,0,0,1,2,Not in Compliance - Error
5,0.072031814,100,15,600,1800,100,300,80,388.384841,5473.148646,0.070961866,1,0,0.0125,0,0,1,2,Not in Compliance - Error
6,0.217910972,100,26,600,1800,100,300,84,407.1504909,583.2846218,0.69803056,17,8,0.202380952,0.08,0,0,1,Not in Compliance - Correct
7,0.15731932,100,11,600,1800,100,300,89,293.5951499,1708.156488,0.171878368,2,0,0.02247191,0,0,1,2,Not in Compliance - Error
8,0.222765521,100,20,600,1800,100,300,83,475.2221569,4251.838579,0.111768626,0,0,0,0,1,1,4,Compliance - Correct
9,0.229983626,100,24,600,1800,100,300,82,544.2107675,4197.041862,0.129665318,1,0,0.012195122,0,0,1,2,Not in Compliance - Error
10,0.203329358,100,26,600,1800,100,300,74,618.0979419,1198.765591,0.515612015,9,0,0.121621622,0,0,1,2,Not in Compliance - Error
1,0.204346627,100,26,600,1800,100,300,21,492.142402,4501.101159,0.109338223,0,0,0,0,1,1,4,Compliance - Correct
2,0.188406206,100,26,600,1800,100,300,75,461.7461912,4869.535293,0.094823461,0,0,0,0,1,1,4,Compliance - Correct
3,0.2459792,100,24,600,1800,100,300,60,619.6213209,1276.903249,0.485253148,4,2,0.066666667,0.02,0,0,1,Not in Compliance - Correct
4,0.243847702,100,26,600,1800,100,300,80,418.581313,1210.896907,0.345678737,8,0,0.1,0,0,1,2,Not in Compliance - Error
5,0.125855986,100,14,600,1800,100,300,16,278.8626958,4997.357651,0.055802029,0,0,0,0,1,1,4,Compliance - Correct
6,0.101871595,100,10,600,1800,100,300,15,442.3529405,2415.843736,0.183104947,1,0,0.066666667,0,0,1,2,Not in Compliance - Error
7,0.107963089,100,11,600,1800,100,300,64,356.8217539,5184.228127,0.068828328,0,0,0,0,1,1,4,Compliance - Correct
8,0.090367491,100,11,600,1800,100,300,87,427.4658678,4052.647538,0.105478175,1,0,0.011494253,0,0,1,2,Not in Compliance - Error
9,0.124220162,100,12,600,1800,100,300,26,218.602005,4354.185641,0.050205026,0,0,0,0,1,1,4,Compliance - Correct
10,0.167794528,100,23,600,1800,100,300,70,486.9662017,1952.054413,0.249463436,3,0,0.042857143,0,0,1,2,Not in Compliance - Error
1,0.215897136,100,22,600,1800,100,300,62,680.1099775,736.7527827,0.923118302,10,4,0.161290323,0.04,0,0,1,Not in Compliance - Correct
2,0.230681525,100,31,600,1800,100,300,46,616.2582766,349.837853,1.761554021,20,20,0.434782609,0.2,0,0,1,Not in Compliance - Correct
3,0.075883001,100,7,600,1800,100,300,41,350.9832553,4289.515008,0.081823529,0,0,0,0,1,1,4,Compliance - Correct
4,0.125707175,100,9,600,1800,100,300,81,534.8937889,822.1851813,0.650575808,9,2,0.111111111,0.02,0,0,1,Not in Compliance - Correct
5,0.195448246,100,21,600,1800,100,300,72,435.6070538,2782.072942,0.156576432,1,0,0.013888889,0,0,1,2,Not in Compliance - Error
6,0.151061607,100,12,600,1800,100,300,21,456.4254702,5430.978133,0.084041117,0,0,0,0,1,1,4,Compliance - Correct
7,0.11843082,100,15,600,1800,100,300,62,393.433384,1078.726236,0.364720326,4,2,0.064516129,0.02,0,0,1,Not in Compliance - Correct
8,0.135713002,100,11,600,1800,100,300,39,349.5991483,1383.104049,0.252764171,2,2,0.051282051,0.02,0,0,1,Not in Compliance - Correct
9,0.178424913,100,18,600,1800,100,300,67,1230.194971,3784.903845,0.325026743,1,1,0.014925373,0.01,0,0,1,Not in Compliance - Correct
10,0.147805437,100,15,600,1800,100,300,84,427.0198808,4837.200872,0.088278302,0,0,0,0,1,1,4,Compliance - Correct
1,0.091400474,100,9,600,1800,100,300,19,285.7223365,2348.047962,0.121685051,0,0,0,0,1,1,4,Compliance - Correct
2,0.086348192,100,5,600,1800,100,300,36,238.1003218,2376.590333,0.100185681,0,0,0,0,1,1,4,Compliance - Correct
3,0.247714212,100,16,600,1800,100,300,84,429.9954004,2610.211608,0.164735839,2,1,0.023809524,0.01,0,0,1,Not in Compliance - Correct
4,0.110956662,100,18,600,1800,100,300,68,467.3672291,3063.895944,0.152540177,0,0,0,0,1,1,4,Compliance - Correct
5,0.208564652,100,17,600,1800,100,300,82,499.9061705,5158.800304,0.096903571,1,0,0.012195122,0,0,1,2,Not in Compliance - Error
6,0.100095258,100,7,600,1800,100,300,38,940.3080688,2085.510227,0.450876748,2,1,0.052631579,0.01,0,0,1,Not in Compliance - Correct
7,0.136673087,100,17,600,1800,100,300,78,387.414227,181.470029,2.134866177,36,24,0.461538462,0.24,0,0,1,Not in Compliance - Correct
8,0.152332405,100,16,600,1800,100,300,46,647.7486002,5705.559552,0.113529373,1,0,0.02173913,0,0,1,2,Not in Compliance - Error
9,0.208111815,100,20,600,1800,100,300,43,386.1048941,754.6379906,0.511642534,6,2,0.139534884,0.02,0,0,1,Not in Compliance - Correct
10,0.051207042,100,8,600,1800,100,300,11,216.4811545,5601.183247,0.038649183,0,0,0,0,1,1,4,Compliance - Correct
1,0.221269158,100,21,600,1800,100,300,64,506.829998,372.9998811,1.358793994,21,14,0.328125,0.14,0,0,1,Not in Compliance - Correct
2,0.158590301,100,11,600,1800,100,300,12,311.8028702,1634.30784,0.190785887,0,0,0,0,1,1,4,Compliance - Correct
3,0.140355504,100,12,600,1800,100,300,23,369.6848056,2678.73715,0.138007122,1,0,0.043478261,0,0,1,2,Not in Compliance - Error
4,0.152165307,100,13,600,1800,100,300,42,327.0907337,4994.409651,0.065491371,0,0,0,0,1,1,4,Compliance - Correct
5,0.228775524,100,22,600,1800,100,300,45,481.9356931,4484.770243,0.107460509,0,0,0,0,1,1,4,Compliance - Correct
6,0.222466823,100,23,600,1800,100,300,21,276.2591231,1519.891467,0.181762401,0,0,0,0,1,1,4,Compliance - Correct
7,0.213858334,100,24,600,1800,100,300,36,437.6676318,5483.974141,0.079808478,0,0,0,0,1,1,4,Compliance - Correct
8,0.145110629,100,13,600,1800,100,300,78,510.1225728,674.7039866,0.75606871,8,4,0.102564103,0.04,0,0,1,Not in Compliance - Correct
9,0.2189424,100,25,600,1800,100,300,56,602.1389403,5925.697851,0.101614857,0,0,0,0,1,1,4,Compliance - Correct
10,0.067349876,100,8,600,1800,100,300,64,196.6351257,3208.331758,0.0612889,0,0,0,0,1,1,4,Compliance - Correct
1,0.056041462,100,3,600,1800,100,300,51,245.3551701,2355.098648,0.104180422,0,0,0,0,1,1,4,Compliance - Correct
2,0.163379478,100,16,600,1800,100,300,59,383.1239489,2646.398387,0.144771834,1,0,0.016949153,0,0,1,2,Not in Compliance - Error
3,0.103741627,100,10,600,1800,100,300,75,363.5335362,1169.355645,0.310883637,7,0,0.093333333,0,0,1,2,Not in Compliance - Error
4,0.080696522,100,4,600,1800,100,300,51,391.6947127,1342.983827,0.291660037,3,0,0.058823529,0,0,1,2,Not in Compliance - Error
5,0.15625933,100,9,600,1800,100,300,49,468.3216098,65.59083516,7.14004645,42,69,0.857142857,0.69,0,0,1,Not in Compliance - Correct
6,0.237925335,100,24,600,1800,100,300,83,505.3241629,5038.805861,0.100286492,2,0,0.024096386,0,0,1,2,Not in Compliance - Error
7,0.051610749,100,4,600,1800,100,300,76,363.251067,5521.186263,0.065792214,0,0,0,0,1,1,4,Compliance - Correct
8,0.116771871,100,13,600,1800,100,300,74,476.4764398,3064.071039,0.155504371,1,0,0.013513514,0,0,1,2,Not in Compliance - Error
9,0.16879513,100,13,600,1800,100,300,88,375.4364912,918.6696548,0.408674097,8,1,0.090909091,0.01,0,0,1,Not in Compliance - Correct
10,0.219509401,100,25,600,1800,100,300,66,568.5277851,4329.640043,0.131310635,1,0,0.015151515,0,0,1,2,Not in Compliance - Error
1,0.078372632,100,9,600,1800,100,300,21,378.570567,5652.82368,0.066970171,0,0,0,0,1,1,4,Compliance - Correct
2,0.171933997,100,13,600,1800,100,300,23,400.4604268,5752.346346,0.069616884,0,0,0,0,1,1,4,Compliance - Correct
3,0.138692609,100,12,600,1800,100,300,38,570.3862949,1099.761305,0.518645539,6,0,0.157894737,0,0,1,2,Not in Compliance - Error
4,0.064324125,100,6,600,1800,100,300,20,144.5390177,140.6814974,1.027420238,5,21,0.25,0.21,0,0,1,Not in Compliance - Correct
5,0.180758394,100,16,600,1800,100,300,54,291.1147361,625.7680112,0.465211917,5,4,0.092592593,0.04,0,0,1,Not in Compliance - Correct
6,0.082842769,100,5,600,1800,100,300,78,318.2734503,1059.647532,0.300357846,5,0,0.064102564,0,0,1,2,Not in Compliance - Error
7,0.051022608,100,7,600,1800,100,300,26,477.3766119,2994.082408,0.159440038,1,0,0.038461538,0,0,1,2,Not in Compliance - Error
8,0.181772679,100,19,600,1800,100,300,40,302.0764234,5241.641924,0.057630114,0,0,0,0,1,1,4,Compliance - Correct
9,0.124707789,100,3,600,1800,100,300,84,401.6921697,2038.108791,0.197090642,3,0,0.035714286,0,0,1,2,Not in Compliance - Error
10,0.07270035,100,9,600,1800,100,300,43,544.2999184,788.0135331,0.690724075,7,4,0.162790698,0.04,0,0,1,Not in Compliance - Correct
1,0.103742623,100,7,600,1800,100,300,19,226.460022,3776.563082,0.059964581,0,0,0,0,1,1,4,Compliance - Correct
2,0.24557735,100,29,600,1800,100,300,90,511.8214365,2534.519781,0.201940202,2,0,0.022222222,0,0,1,2,Not in Compliance - Error
3,0.194383223,100,21,600,1800,100,300,59,342.7561189,3453.597265,0.099246117,1,0,0.016949153,0,0,1,2,Not in Compliance - Error
4,0.223861008,100,22,600,1800,100,300,26,428.6475668,3676.662279,0.116586059,1,0,0.038461538,0,0,1,2,Not in Compliance - Error
5,0.168568231,100,19,600,1800,100,300,76,617.905418,4042.217816,0.152862969,3,0,0.039473684,0,0,1,2,Not in Compliance - Error
6,0.064375802,100,4,600,1800,100,300,66,269.4628864,4821.159697,0.055891716,0,0,0,0,1,1,4,Compliance - Correct
7,0.176198377,100,15,600,1800,100,300,39,908.3881702,4481.990704,0.202675157,1,0,0.025641026,0,0,1,2,Not in Compliance - Error
8,0.065940826,100,6,600,1800,100,300,36,386.1205012,5713.482939,0.067580582,0,0,0,0,1,1,4,Compliance - Correct
9,0.075938388,100,10,600,1800,100,300,14,230.1112545,4431.094337,0.051931021,0,0,0,0,1,1,4,Compliance - Correct
10,0.163810736,100,20,600,1800,100,300,74,497.6654492,5979.98846,0.083221808,0,0,0,0,1,1,4,Compliance - Correct
1,0.086057774,100,7,600,1800,100,300,28,686.5129225,4174.328957,0.164460667,1,0,0.035714286,0,0,1,2,Not in Compliance - Error
2,0.081432866,100,3,600,1800,100,300,80,235.7811787,1921.244329,0.122723162,0,0,0,0,1,1,4,Compliance - Correct
3,0.210776569,100,21,600,1800,100,300,57,498.1624453,2435.979611,0.204501894,1,0,0.01754386,0,0,1,2,Not in Compliance - Error
4,0.162679605,100,10,600,1800,100,300,64,395.7364453,480.5669319,0.823478311,12,9,0.1875,0.09,0,0,1,Not in Compliance - Correct
5,0.093209902,100,10,600,1800,100,300,79,331.3441084,2637.256594,0.125639693,1,0,0.012658228,0,0,1,2,Not in Compliance - Error
6,0.061543672,100,7,600,1800,100,300,37,303.3999503,3268.438336,0.092827191,0,0,0,0,1,1,4,Compliance - Correct
7,0.117998427,100,14,600,1800,100,300,33,339.8781856,1658.554352,0.204924358,1,0,0.03030303,0,0,1,2,Not in Compliance - Error
8,0.24806206,100,21,600,1800,100,300,83,346.1412226,5586.975064,0.061955033,0,0,0,0,1,1,4,Compliance - Correct
9,0.225001004,100,25,600,1800,100,300,88,376.5958198,274.5335965,1.371765877,36,23,0.409090909,0.23,0,0,1,Not in Compliance - Correct
10,0.1198056,100,11,600,1800,100,300,46,207.9979976,4039.560537,0.051490254,0,0,0,0,1,1,4,Compliance - Correct
