iteration,prob_high,du_count,count_high,parent_mean_high,parent_sd_high,parent_mean_low,parent_sd_low,pilot_du_count,pilot_ucl,action_level,pilot_ratio,count_pilot_ucl_exceeds,count_true_mean_exceeds,prop_pilot_ucl_exceeds,prop_true_mean_exceeds,a,b,match,match_desc
8,0.12910868,100,10,600,1800,100,300,44,277.7379405,427.155935,0.650202696,5,6,0.113636364,0.06,0,0,1,Not in Compliance - Correct
9,0.209869907,100,32,600,1800,100,300,38,482.8497353,5395.679899,0.08948821,0,0,0,0,1,1,4,Compliance - Correct
10,0.05872643,100,4,600,1800,100,300,23,203.3069659,5541.50206,0.036688061,0,0,0,0,1,1,4,Compliance - Correct
1,0.179327478,100,22,600,1800,100,300,85,837.4500593,1546.339163,0.541569456,9,0,0.105882353,0,0,1,2,Not in Compliance - Error
2,0.222673013,100,20,600,1800,100,300,81,471.5484605,5454.415894,0.086452605,1,0,0.012345679,0,0,1,2,Not in Compliance - Error
3,0.167031885,100,15,600,1800,100,300,53,563.6317875,4481.994796,0.125754672,2,0,0.037735849,0,0,1,2,Not in Compliance - Error
4,0.239092705,100,24,600,1800,100,300,75,633.520014,3054.992314,0.207372048,3,0,0.04,0,0,1,2,Not in Compliance - Error
5,0.102726445,100,9,600,1800,100,300,28,288.1735316,4669.361695,0.06171583,0,0,0,0,1,1,4,Compliance - Correct
6,0.175078665,100,20,600,1800,100,300,73,411.7020575,4845.236141,0.084970483,1,0,0.01369863,0,0,1,2,Not in Compliance - Error
7,0.159476049,100,11,600,1800,100,300,84,364.4407994,4223.976622,0.086279076,0,0,0,0,1,1,4,Compliance - Correct
8,0.100893564,100,15,600,1800,100,300,45,310.7995585,3489.779698,0.089059937,0,0,0,0,1,1,4,Compliance - Correct
9,0.176672241,100,19,600,1800,100,300,80,502.1726338,2579.889234,0.194648912,3,0,0.0375,0,0,1,2,Not in Compliance - Error
10,0.086627968,100,5,600,1800,100,300,81,227.5671788,4677.209091,0.048654481,0,0,0,0,1,1,4,Compliance - Correct
1,0.141367199,100,12,600,1800,100,300,38,353.146939,3434.69857,0.102817447,0,0,0,0,1,1,4,Compliance - Correct
2,0.154731372,100,16,600,1800,100,300,46,448.785042,5265.014897,0.085239083,0,0,0,0,1,1,4,Compliance - Correct
3,0.090050147,100,8,600,1800,100,300,25,716.8465612,2079.970644,0.344642634,2,0,0.08,0,0,1,2,Not in Compliance - Error
4,0.20949893,100,22,600,1800,100,300,89,410.9649883,2271.947247,0.180886677,3,0,0.033707865,0,0,1,2,Not in Compliance - Error
5,0.144107446,100,14,600,1800,100,300,51,621.3986958,4920.027407,0.126299844,2,0,0.039215686,0,0,1,2,Not in Compliance - Error
6,0.210152319,100,18,600,1800,100,300,79,663.6629286,2930.795348,0.226444651,5,0,0.063291139,0,0,1,2,Not in Compliance - Error
7,0.133200812,100,20,600,1800,100,300,29,268.9945439,4222.30796,0.06370794,0,0,0,0,1,1,4,Compliance - Correct
8,0.213017354,100,22,600,1800,100,300,35,579.9152885,1696.405444,0.341849462,2,0,0.057142857,0,0,1,2,Not in Compliance - Error
9,0.067656208,100,9,600,1800,100,300,66,263.8124579,4841.903368,0.054485279,0,0,0,0,1,1,4,Compliance - Correct
10,0.147227809,100,12,600,1800,100,300,61,357.4599022,4509.3574,0.079270697,0,0,0,0,1,1,4,Compliance - Correct
1,0.135243828,100,13,600,1800,100,300,56,284.8139495,3177.549587,0.089633204,0,0,0,0,1,1,4,Compliance - Correct
2,0.165917433,100,9,600,1800,100,300,62,393.2010656,1072.790012,0.36652193,4,1,0.064516129,0.01,0,0,1,Not in Compliance - Correct
3,0.246494816,100,25,600,1800,100,300,28,430.5835262,1540.439678,0.279519888,1,0,0.035714286,0,0,1,2,Not in Compliance - Error
4,0.135070511,100,15,600,1800,100,300,53,605.0959509,2286.365887,0.264654032,3,0,0.056603774,0,0,1,2,Not in Compliance - Error
5,0.10551886,100,12,600,1800,100,300,20,557.6501662,2888.241211,0.193076037,0,0,0,0,1,1,4,Compliance - Correct
6,0.184380393,100,26,600,1800,100,300,40,1238.800464,5703.345864,0.217205916,1,0,0.025,0,0,1,2,Not in Compliance - Error
7,0.24619211,100,23,600,1800,100,300,22,243.6518947,5912.092576,0.041212463,0,0,0,0,1,1,4,Compliance - Correct
8,0.176433418,100,19,600,1800,100,300,15,463.3840138,1395.317463,0.332099344,1,0,0.066666667,0,0,1,2,Not in Compliance - Error
9,0.162940183,100,13,600,1800,100,300,42,359.429707,5854.156693,0.06139735,0,0,0,0,1,1,4,Compliance - Correct
10,0.13280379,100,13,600,1800,100,300,35,292.7769368,4617.174398,0.063410413,0,0,0,0,1,1,4,Compliance - Correct
1,0.122502555,100,14,600,1800,100,300,50,435.7227,2296.521997,0.18973156,1,1,0.02,0.01,0,0,1,Not in Compliance - Correct
2,0.051003406,100,3,600,1800,100,300,58,332.9769463,1577.823304,0.211035637,3,0,0.051724138,0,0,1,2,Not in Compliance - Error
3,0.089741985,100,11,600,1800,100,300,45,442.9254681,2538.498652,0.174483239,1,0,0.022222222,0,0,1,2,Not in Compliance - Error
4,0.080760913,100,7,600,1800,100,300,50,318.4587439,4903.710565,0.064942402,0,0,0,0,1,1,4,Compliance - Correct
5,0.203667232,100,17,600,1800,100,300,71,389.6621546,4551.351843,0.085614597,0,0,0,0,1,1,4,Compliance - Correct
6,0.239002828,100,31,600,1800,100,300,54,605.0443777,5048.933046,0.119836087,0,0,0,0,1,1,4,Compliance - Correct
7,0.089196539,100,8,600,1800,100,300,70,249.6710559,4965.360767,0.050282561,0,0,0,0,1,1,4,Compliance - Correct
8,0.118438803,100,11,600,1800,100,300,66,898.4287762,2833.735776,0.317047476,3,0,0.045454545,0,0,1,2,Not in Compliance - Error
9,0.127947233,100,11,600,1800,100,300,44,286.1098644,4094.728612,0.069872729,0,0,0,0,1,1,4,Compliance - Correct
10,0.159162967,100,14,600,1800,100,300,12,489.6609471,1688.144084,0.290058741,1,1,0.083333333,0.01,0,0,1,Not in Compliance - Correct
1,0.0528083,100,3,600,1800,100,300,56,273.0356046,2545.108813,0.107278558,0,0,0,0,1,1,4,Compliance - Correct
2,0.211129639,100,18,600,1800,100,300,49,353.6158711,5030.889085,0.070288942,0,0,0,0,1,1,4,Compliance - Correct
3,0.120404695,100,11,600,1800,100,300,50,480.5829408,4058.472917,0.118414722,1,0,0.02,0,0,1,2,Not in Compliance - Error
4,0.236470376,100,29,600,1800,100,300,42,451.4852317,4229.34888,0.106750529,0,0,0,0,1,1,4,Compliance - Correct
5,0.139080057,100,19,600,1800,100,300,63,450.4239916,3224.035044,0.139708156,1,0,0.015873016,0,0,1,2,Not in Compliance - Error
6,0.070654122,100,7,600,1800,100,300,16,686.5180057,2933.272084,0.234045116,1,0,0.0625,0,0,1,2,Not in Compliance - Error
7,0.210315538,100,23,600,1800,100,300,11,413.3721322,413.6364788,0.999360921,4,15,0.363636364,0.15,0,0,1,Not in Compliance - Correct
8,0.130402891,100,17,600,1800,100,300,42,367.7036458,5924.585395,0.06206403,0,0,0,0,1,1,4,Compliance - Correct
9,0.086285114,100,6,600,1800,100,300,76,339.6323501,332.8931381,1.020244371,18,5,0.236842105,0.05,0,0,1,Not in Compliance - Correct
10,0.15450616,100,18,600,1800,100,300,86,752.8675859,2055.467939,0.366275519,7,1,0.081395349,0.01,0,0,1,Not in Compliance - Correct
1,0.123265628,100,12,600,1800,100,300,25,294.4687808,272.180383,1.081888333,6,14,0.24,0.14,0,0,1,Not in Compliance - Correct
2,0.056711803,100,4,600,1800,100,300,51,281.4547518,5663.168129,0.049699169,0,0,0,0,1,1,4,Compliance - Correct
3,0.176103518,100,12,600,1800,100,300,87,356.3249475,4329.740523,0.082297067,0,0,0,0,1,1,4,Compliance - Correct
4,0.235265597,100,14,600,1800,100,300,19,562.475847,5199.048626,0.108188226,0,0,0,0,1,1,4,Compliance - Correct
5,0.154876485,100,22,600,1800,100,300,79,356.2283699,1043.126477,0.34150065,4,0,0.050632911,0,0,1,2,Not in Compliance - Error
6,0.155780075,100,10,600,1800,100,300,29,212.0134885,5194.607224,0.040814152,0,0,0,0,1,1,4,Compliance - Correct
7,0.086989655,100,13,600,1800,100,300,66,916.8275055,3890.523508,0.235656591,3,0,0.045454545,0,0,1,2,Not in Compliance - Error
8,0.228403945,100,21,600,1800,100,300,74,448.548233,481.2374028,0.932072674,20,9,0.27027027,0.09,0,0,1,Not in Compliance - Correct
9,0.230410714,100,21,600,1800,100,300,89,892.9524717,1421.779679,0.628052634,6,2,0.06741573,0.02,0,0,1,Not in Compliance - Correct
10,0.069406688,100,8,600,1800,100,300,59,557.0699633,2245.17539,0.248118684,3,0,0.050847458,0,0,1,2,Not in Compliance - Error
1,0.057490589,100,6,600,1800,100,300,19,265.0992827,125.0224959,2.120412656,12,26,0.631578947,0.26,0,0,1,Not in Compliance - Correct
2,0.247792278,100,24,600,1800,100,300,83,1120.709027,5429.883126,0.206396528,4,1,0.048192771,0.01,0,0,1,Not in Compliance - Correct
3,0.237106568,100,19,600,1800,100,300,37,820.0722478,4200.829561,0.195216739,1,0,0.027027027,0,0,1,2,Not in Compliance - Error
4,0.153384321,100,12,600,1800,100,300,31,433.7848808,872.0328263,0.497441,5,2,0.161290323,0.02,0,0,1,Not in Compliance - Correct
5,0.200581513,100,18,600,1800,100,300,37,239.0130306,3911.286822,0.061108541,0,0,0,0,1,1,4,Compliance - Correct
6,0.136026858,100,19,600,1800,100,300,86,795.0087299,1963.669997,0.404858622,8,1,0.093023256,0.01,0,0,1,Not in Compliance - Correct
7,0.234553528,100,23,600,1800,100,300,24,457.8563214,5582.469744,0.082016803,0,0,0,0,1,1,4,Compliance - Correct
8,0.076653062,100,5,600,1800,100,300,67,512.3991522,554.7296546,0.923691654,11,5,0.164179104,0.05,0,0,1,Not in Compliance - Correct
9,0.154331588,100,11,600,1800,100,300,50,498.4987957,1643.353826,0.30334234,3,0,0.06,0,0,1,2,Not in Compliance - Error
10,0.116552856,100,10,600,1800,100,300,27,259.0092604,3191.859798,0.081146816,0,0,0,0,1,1,4,Compliance - Correct
1,0.210166903,100,21,600,1800,100,300,33,742.1314341,5665.337831,0.130995089,1,0,0.03030303,0,0,1,2,Not in Compliance - Error
2,0.092052329,100,9,600,1800,100,300,37,286.9945134,2769.062562,0.103643203,0,0,0,0,1,1,4,Compliance - Correct
3,0.22966815,100,22,600,1800,100,300,67,459.4831882,3696.80576,0.124291948,0,0,0,0,1,1,4,Compliance - Correct
4,0.143358431,100,15,600,1800,100,300,36,592.7602113,1502.720681,0.394458011,3,0,0.083333333,0,0,1,2,Not in Compliance - Error
5,0.200438415,100,20,600,1800,100,300,79,1140.366232,2567.533339,0.444148559,3,0,0.037974684,0,0,1,2,Not in Compliance - Error
6,0.118568614,100,9,600,1800,100,300,66,540.2415541,3266.39675,0.165393734,2,0,0.03030303,0,0,1,2,Not in Compliance - Error
7,0.13263023,100,18,600,1800,100,300,52,383.6836317,2262.167239,0.169608871,1,0,0.019230769,0,0,1,2,Not in Compliance - Error
8,0.055447149,100,0,600,1800,100,300,34,266.8665846,2013.498154,0.132538778,0,0,0,0,1,1,4,Compliance - Correct
9,0.121415104,100,13,600,1800,100,300,36,629.2377307,1251.599658,0.502746806,2,1,0.055555556,0.01,0,0,1,Not in Compliance - Correct
10,0.212081762,100,19,600,1800,100,300,73,445.3235656,5233.195904,0.08509591,0,0,0,0,1,1,4,Compliance - Correct
1,0.055935329,100,7,600,1800,100,300,36,317.4389859,3011.318562,0.105415279,0,0,0,0,1,1,4,Compliance - Correct
2,0.203380091,100,25,600,1800,100,300,66,658.7308899,3846.621215,0.171249222,1,0,0.015151515,0,0,1,2,Not in Compliance - Error
3,0.071844752,100,8,600,1800,100,300,14,433.9231807,27.22178698,15.94029007,14,97,1,0.97,0,0,1,Not in Compliance - Correct
4,0.0555631,100,4,600,1800,100,300,82,466.7538008,999.3283623,0.467067501,8,1,0.097560976,0.01,0,0,1,Not in Compliance - Correct
5,0.111002055,100,12,600,1800,100,300,58,408.4306621,3496.728352,0.116803658,1,0,0.017241379,0,0,1,2,Not in Compliance - Error
6,0.086905918,100,4,600,1800,100,300,15,330.8337828,5906.251831,0.056014168,0,0,0,0,1,1,4,Compliance - Correct
7,0.18309152,100,14,600,1800,100,300,35,348.0743311,1275.56127,0.272879351,2,2,0.057142857,0.02,0,0,1,Not in Compliance - Correct
8,0.172243322,100,11,600,1800,100,300,52,292.3939142,1542.003536,0.189619484,1,1,0.019230769,0.01,0,0,1,Not in Compliance - Correct
9,0.185340734,100,21,600,1800,100,300,27,791.8940252,2629.813336,0.301121762,1,0,0.037037037,0,0,1,2,Not in Compliance - Error
10,0.111942719,100,11,600,1800,100,300,78,498.9717408,3187.515391,0.156539398,4,0,0.051282051,0,0,1,2,Not in Compliance - Error
1,0.1939452,100,18,600,1800,100,300,41,778.6506701,143.1847354,5.438084359,23,31,0.56097561,0.31,0,0,1,Not in Compliance - Correct
2,0.066898175,100,10,600,1800,100,300,88,415.4550115,783.0993332,0.530526581,13,1,0.147727273,0.01,0,0,1,Not in Compliance - Correct
3,0.17128976,100,10,600,1800,100,300,64,285.3567656,4672.504252,0.061071483,0,0,0,0,1,1,4,Compliance - Correct
4,0.168792707,100,21,600,1800,100,300,59,345.9600133,32.30134565,10.71039012,57,98,0.966101695,0.98,0,0,1,Not in Compliance - Correct
5,0.162529286,100,19,600,1800,100,300,87,474.9787272,3960.140037,0.119939882,0,0,0,0,1,1,4,Compliance - Correct
6,0.179861294,100,20,600,1800,100,300,58,830.759559,1437.425226,0.577949756,6,1,0.103448276,0.01,0,0,1,Not in Compliance - Correct
7,0.148769067,100,17,600,1800,100,300,23,291.7838363,424.5033741,0.687353397,5,8,0.217391304,0.08,0,0,1,Not in Compliance - Correct
8,0.22455563,100,24,600,1800,100,300,34,431.6571793,2768.039819,0.155943269,1,0,0.029411765,0,0,1,2,Not in Compliance - Error
9,0.081326456,100,17,600,1800,100,300,24,570.8121274,4566.013477,0.125013238,0,0,0,0,1,1,4,Compliance - Correct
10,0.098310799,100,7,600,1800,100,300,22,321.6270911,1113.826146,0.288758791,0,0,0,0,1,1,4,Compliance - Correct
1,0.189629541,100,20,600,1800,100,300,47,734.0691892,4683.780078,0.156725802,1,0,0.021276596,0,0,1,2,Not in Compliance - Error
2,0.110418881,100,10,600,1800,100,300,49,374.4168328,5448.886169,0.06871438,0,0,0,0,1,1,4,Compliance - Correct
3,0.231989696,100,27,600,1800,100,300,27,378.982912,3837.164423,0.098766399,0,0,0,0,1,1,4,Compliance - Correct
4,0.234661512,100,20,600,1800,100,300,30,244.929441,3198.172119,0.076584196,0,0,0,0,1,1,4,Compliance - Correct
5,0.156038743,100,14,600,1800,100,300,15,307.8994657,5692.89654,0.054084852,0,0,0,0,1,1,4,Compliance - Correct
6,0.109495223,100,5,600,1800,100,300,34,264.24044,2441.422404,0.108232168,0,0,0,0,1,1,4,Compliance - Correct
7,0.160460388,100,9,600,1800,100,300,67,565.7870102,1011.699454,0.559244159,7,2,0.104477612,0.02,0,0,1,Not in Compliance - Correct
8,0.081413013,100,11,600,1800,100,300,89,368.0206038,418.9950397,0.878341195,16,7,0.179775281,0.07,0,0,1,Not in Compliance - Correct
9,0.218113456,100,23,600,1800,100,300,57,539.3102733,5945.684441,0.090706172,1,0,0.01754386,0,0,1,2,Not in Compliance - Error
10,0.087400419,100,6,600,1800,100,300,26,208.4599725,5748.542006,0.036263103,0,0,0,0,1,1,4,Compliance - Correct
1,0.080221175,100,10,600,1800,100,300,19,567.3884608,4806.403416,0.118048447,1,0,0.052631579,0,0,1,2,Not in Compliance - Error
2,0.167030259,100,19,600,1800,100,300,50,476.1680721,5380.612591,0.088497,0,0,0,0,1,1,4,Compliance - Correct
3,0.07439596,100,4,600,1800,100,300,24,304.3563866,248.9793171,1.222416344,6,8,0.25,0.08,0,0,1,Not in Compliance - Correct
4,0.124196463,100,18,600,1800,100,300,18,322.6450327,2970.527202,0.108615411,0,0,0,0,1,1,4,Compliance - Correct
5,0.061480638,100,10,600,1800,100,300,51,431.9983021,1202.44636,0.359266173,3,0,0.058823529,0,0,1,2,Not in Compliance - Error
6,0.238590836,100,15,600,1800,100,300,83,376.8198524,942.7961248,0.399683285,5,2,0.060240964,0.02,0,0,1,Not in Compliance - Correct
7,0.159257556,100,14,600,1800,100,300,41,306.9263079,5873.363391,0.052257333,0,0,0,0,1,1,4,Compliance - Correct
8,0.126756978,100,7,600,1800,100,300,57,338.0775335,5239.464354,0.064525209,1,0,0.01754386,0,0,1,2,Not in Compliance - Error
9,0.112011749,100,14,600,1800,100,300,35,395.8050263,5437.960929,0.072785559,0,0,0,0,1,1,4,Compliance - Correct
10,0.080950304,100,8,600,1800,100,300,14,506.602897,148.0784116,3.421179978,9,24,0.642857143,0.24,0,0,1,Not in Compliance - Correct
1,0.085940267,100,7,600,1800,100,300,41,325.6994747,4615.354737,0.070568676,0,0,0,0,1,1,4,Compliance - Correct
2,0.135207709,100,19,600,1800,100,300,62,474.4036536,5710.780712,0.083071593,0,0,0,0,1,1,4,Compliance - Correct
3,0.226944578,100,27,600,1800,100,300,74,892.4294629,57.84506604,15.42792712,71,84,0.959459459,0.84,0,0,1,Not in Compliance - Correct
4,0.143050005,100,15,600,1800,100,300,18,300.8332378,564.6818776,0.532748172,4,2,0.222222222,0.02,0,0,1,Not in Compliance - Correct
5,0.140424362,100,14,600,1800,100,300,16,1489.356938,3528.393472,0.42210625,1,0,0.0625,0,0,1,2,Not in Compliance - Error
6,0.172140599,100,14,600,1800,100,300,19,377.5912669,413.8997884,0.912277023,4,9,0.210526316,0.09,0,0,1,Not in Compliance - Correct
7,0.244402046,100,30,600,1800,100,300,51,456.8027652,234.1468429,1.950924298,26,31,0.509803922,0.31,0,0,1,Not in Compliance - Correct
8,0.070510562,100,10,600,1800,100,300,42,286.3997461,2425.951,0.11805669,0,0,0,0,1,1,4,Compliance - Correct
9,0.209790617,100,23,600,1800,100,300,46,374.3529761,2846.988931,0.131490844,0,0,0,0,1,1,4,Compliance - Correct
10,0.106696633,100,10,600,1800,100,300,23,297.5976559,5321.21639,0.055926622,0,0,0,0,1,1,4,Compliance - Correct
1,0.146796153,100,13,600,1800,100,300,60,412.8326557,776.7912336,0.531458953,7,5,0.116666667,0.05,0,0,1,Not in Compliance - Correct
2,0.182082584,100,16,600,1800,100,300,17,317.9321457,5528.657054,0.057506216,0,0,0,0,1,1,4,Compliance - Correct
3,0.080317799,100,8,600,1800,100,300,62,472.4348466,11.06080709,42.71251118,62,100,1,1,0,0,1,Not in Compliance - Correct
4,0.221648337,100,29,600,1800,100,300,87,2053.963494,2207.618564,0.930397817,7,1,0.08045977,0.01,0,0,1,Not in Compliance - Correct
5,0.06520662,100,9,600,1800,100,300,42,447.2474851,3218.477848,0.138962425,1,0,0.023809524,0,0,1,2,Not in Compliance - Error
6,0.209728235,100,20,600,1800,100,300,24,323.7178176,3529.502987,0.091717678,0,0,0,0,1,1,4,Compliance - Correct
7,0.096013931,100,11,600,1800,100,300,52,258.2727236,3616.734759,0.071410469,0,0,0,0,1,1,4,Compliance - Correct
8,0.125519284,100,13,600,1800,100,300,35,470.4186584,4141.182449,0.113595251,0,0,0,0,1,1,4,Compliance - Correct
9,0.222490053,100,24,600,1800,100,300,78,569.13304,1784.618847,0.318910136,6,0,0.076923077,0,0,1,2,Not in Compliance - Error
10,0.205115405,100,22,600,1800,100,300,19,230.4345577,1117.040531,0.206290239,1,2,0.052631579,0.02,0,0,1,Not in Compliance - Correct
1,0.193513184,100,22,600,1800,100,300,69,636.0580711,3052.872336,0.208347419,2,0,0.028985507,0,0,1,2,Not in Compliance - Error
2,0.168419642,100,16,600,1800,100,300,47,356.3040348,23.30951316,15.28577763,47,100,1,1,0,0,1,Not in Compliance - Correct
3,0.056746362,100,10,600,1800,100,300,17,1939.566368,4889.07942,0.396714024,1,0,0.058823529,0,0,1,2,Not in Compliance - Error
4,0.086385163,100,10,600,1800,100,300,11,120.006722,1462.599366,0.082050304,0,0,0,0,1,1,4,Compliance - Correct
5,0.189903625,100,21,600,1800,100,300,29,515.2473129,5141.039109,0.100222407,0,0,0,0,1,1,4,Compliance - Correct
6,0.209329166,100,18,600,1800,100,300,10,222.6223385,2970.443311,0.07494583,0,0,0,0,1,1,4,Compliance - Correct
7,0.107373877,100,9,600,1800,100,300,88,328.9832029,2490.020881,0.13212066,0,0,0,0,1,1,4,Compliance - Correct
8,0.178265207,100,22,600,1800,100,300,79,967.756044,3206.09705,0.301848643,4,0,0.050632911,0,0,1,2,Not in Compliance - Error
9,0.159611655,100,15,600,1800,100,300,45,276.647073,5515.175914,0.050161061,0,0,0,0,1,1,4,Compliance - Correct
10,0.091985458,100,8,600,1800,100,300,38,310.9847093,4571.279214,0.068030128,0,0,0,0,1,1,4,Compliance - Correct
1,0.155357126,100,16,600,1800,100,300,30,1394.944541,3951.967504,0.352974699,1,0,0.033333333,0,0,1,2,Not in Compliance - Error
2,0.217863467,100,23,600,1800,100,300,65,444.0415004,2706.639358,0.164056397,2,0,0.030769231,0,0,1,2,Not in Compliance - Error
3,0.050673198,100,8,600,1800,100,300,65,474.5593133,1638.193271,0.28968457,4,1,0.061538462,0.01,0,0,1,Not in Compliance - Correct
4,0.244785342,100,21,600,1800,100,300,17,570.0789718,2417.461077,0.235817229,0,0,0,0,1,1,4,Compliance - Correct
5,0.19003701,100,13,600,1800,100,300,73,389.8264954,5035.865774,0.077410025,0,0,0,0,1,1,4,Compliance - Correct
6,0.243267728,100,18,600,1800,100,300,60,493.9972861,1915.879641,0.257843591,4,0,0.066666667,0,0,1,2,Not in Compliance - Error
7,0.055214832,100,6,600,1800,100,300,66,225.3267332,900.8760911,0.250119562,2,2,0.03030303,0.02,0,0,1,Not in Compliance - Correct
8,0.229171774,100,24,600,1800,100,300,15,592.6049416,1909.492177,0.310346881,1,1,0.066666667,0.01,0,0,1,Not in Compliance - Correct
9,0.107224573,100,7,600,1800,100,300,37,551.5895259,3099.807364,0.177943163,2,0,0.054054054,0,0,1,2,Not in Compliance - Error
10,0.114350778,100,13,600,1800,100,300,61,347.3514151,391.9909978,0.886120898,11,9,0.180327869,0.09,0,0,1,Not in Compliance - Correct
1,0.187386653,100,18,600,1800,100,300,71,325.4670562,5005.281795,0.065024722,0,0,0,0,1,1,4,Compliance - Correct
2,0.056847337,100,8,600,1800,100,300,38,335.3443397,1482.729142,0.226166958,1,1,0.026315789,0.01,0,0,1,Not in Compliance - Correct
3,0.123245816,100,13,600,1800,100,300,31,559.5834256,5352.690382,0.104542461,2,0,0.064516129,0,0,1,2,Not in Compliance - Error
4,0.230914197,100,20,600,1800,100,300,71,329.4892936,5797.703203,0.056831004,1,0,0.014084507,0,0,1,2,Not in Compliance - Error
5,0.212415798,100,24,600,1800,100,300,33,934.8313884,4949.322801,0.188880666,1,0,0.03030303,0,0,1,2,Not in Compliance - Error
6,0.19223461,100,20,600,1800,100,300,47,475.6381468,5737.619141,0.082898173,0,0,0,0,1,1,4,Compliance - Correct
7,0.129351207,100,17,600,1800,100,300,65,318.6232329,3200.420446,0.09955668,0,0,0,0,1,1,4,Compliance - Correct
8,0.093558579,100,7,600,1800,100,300,66,232.3544498,683.5192097,0.339938434,6,2,0.090909091,0.02,0,0,1,Not in Compliance - Correct
9,0.217611215,100,21,600,1800,100,300,47,908.9828661,2816.112154,0.322779355,3,2,0.063829787,0.02,0,0,1,Not in Compliance - Correct
10,0.160932519,100,17,600,1800,100,300,48,327.3626641,3639.689397,0.089942473,0,0,0,0,1,1,4,Compliance - Correct
1,0.058653535,100,5,600,1800,100,300,47,356.5038285,3669.37735,0.097156491,0,0,0,0,1,1,4,Compliance - Correct
2,0.208026978,100,23,600,1800,100,300,46,685.8795098,2290.967719,0.299384188,4,0,0.086956522,0,0,1,2,Not in Compliance - Error
3,0.143343298,100,11,600,1800,100,300,12,146.9731383,2257.991198,0.065090218,0,0,0,0,1,1,4,Compliance - Correct
4,0.177403362,100,25,600,1800,100,300,52,643.7713066,79.75108681,8.072257474,39,62,0.75,0.62,0,0,1,Not in Compliance - Correct
5,0.119430929,100,19,600,1800,100,300,62,501.0396845,5056.976231,0.099078908,1,0,0.016129032,0,0,1,2,Not in Compliance - Error
6,0.128271037,100,7,600,1800,100,300,52,396.2355893,2802.769695,0.141372868,1,0,0.019230769,0,0,1,2,Not in Compliance - Error
7,0.103308392,100,9,600,1800,100,300,31,219.3954785,5578.880376,0.039326077,0,0,0,0,1,1,4,Compliance - Correct
8,0.209843232,100,23,600,1800,100,300,51,675.0929635,5117.577173,0.131916518,0,0,0,0,1,1,4,Compliance - Correct
9,0.220188639,100,23,600,1800,100,300,36,493.1229559,4169.583647,0.118266714,0,0,0,0,1,1,4,Compliance - Correct
10,0.186132841,100,26,600,1800,100,300,50,433.6605696,5784.591491,0.074968227,0,0,0,0,1,1,4,Compliance - Correct
1,0.087076183,100,11,600,1800,100,300,77,476.9838007,1077.709006,0.442590531,7,4,0.090909091,0.04,0,0,1,Not in Compliance - Correct
2,0.222640678,100,27,600,1800,100,300,53,800.1519775,3535.986307,0.2262882,1,1,0.018867925,0.01,0,0,1,Not in Compliance - Correct
3,0.241897858,100,20,600,1800,100,300,75,369.8384545,2231.011195,0.165771671,1,0,0.013333333,0,0,1,2,Not in Compliance - Error
4,0.126070509,100,9,600,1800,100,300,56,312.8275169,1554.952868,0.20118135,2,0,0.035714286,0,0,1,2,Not in Compliance - Error
5,0.245624122,100,25,600,1800,100,300,81,442.6505221,1095.865226,0.403927884,7,2,0.086419753,0.02,0,0,1,Not in Compliance - Correct
6,0.074906508,100,7,600,1800,100,300,69,392.4420203,4681.652474,0.083825534,1,0,0.014492754,0,0,1,2,Not in Compliance - Error
7,0.167181973,100,16,600,1800,100,300,73,315.9043601,787.7426729,0.401024815,5,5,0.068493151,0.05,0,0,1,Not in Compliance - Correct
8,0.082720755,100,6,600,1800,100,300,86,307.2896576,5348.823486,0.057449953,0,0,0,0,1,1,4,Compliance - Correct
9,0.23195219,100,29,600,1800,100,300,22,434.1064622,3146.068402,0.137983796,0,0,0,0,1,1,4,Compliance - Correct
10,0.14948719,100,22,600,1800,100,300,22,230.7732063,2663.534825,0.086641708,0,0,0,0,1,1,4,Compliance - Correct
1,0.11689903,100,11,600,1800,100,300,60,238.8096972,3586.55947,0.066584619,0,0,0,0,1,1,4,Compliance - Correct
2,0.136261884,100,21,600,1800,100,300,79,597.860918,1404.704619,0.425613264,5,2,0.063291139,0.02,0,0,1,Not in Compliance - Correct
3,0.129437229,100,11,600,1800,100,300,21,207.3860243,3370.906406,0.061522332,0,0,0,0,1,1,4,Compliance - Correct
4,0.218919834,100,19,600,1800,100,300,43,524.4521542,1739.770633,0.301449021,3,0,0.069767442,0,0,1,2,Not in Compliance - Error
5,0.129497605,100,13,600,1800,100,300,43,501.7359,3622.970259,0.138487447,1,0,0.023255814,0,0,1,2,Not in Compliance - Error
6,0.189669085,100,15,600,1800,100,300,47,444.2247484,213.9558147,2.07624527,20,19,0.425531915,0.19,0,0,1,Not in Compliance - Correct
7,0.245971365,100,19,600,1800,100,300,13,533.210954,1763.579129,0.30234592,0,0,0,0,1,1,4,Compliance - Correct
8,0.08027739,100,5,600,1800,100,300,88,253.5913221,4594.450433,0.055195137,0,0,0,0,1,1,4,Compliance - Correct
9,0.077522744,100,9,600,1800,100,300,47,336.6683003,196.9883069,1.709077587,16,12,0.340425532,0.12,0,0,1,Not in Compliance - Correct
10,0.075166978,100,10,600,1800,100,300,86,422.1058804,484.6482324,0.8709531,20,3,0.23255814,0.03,0,0,1,Not in Compliance - Correct
